Date,Type,Block,Street,Story,Area,Model  ,ResalePrice,Lease Age 
2022-12,5 ROOM,213B,PUNGGOL CENTRE,07 TO 09,113,Improved,691800,7.5
2022-12,5 ROOM,213B,PUNGGOL CENTRE,04 TO 06,113,Improved,670000,7.5
2022-12,4 ROOM,271A,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,635000,8.5
2022-12,4 ROOM,308A,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,645000,6.7
2022-12,4 ROOM,310B,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,630000,6.4
2022-12,5 ROOM,272A,PUNGGOL CENTRE,16 TO 18,116,Premium Apartment,815888,8.6
2022-01,5 ROOM,260B,PUNGGOL WEST,16 TO 18,113,Improved,680000,5.5
2022-01,5 ROOM,264A,PUNGGOL WEST,10 TO 12,112,Improved,640000,6.6
2022-01,3 ROOM,261A,PUNGGOL WEST,04 TO 06,68,Model A,458000,5.6
2022-01,3 ROOM,261A,PUNGGOL WEST,07 TO 09,68,Model A,400000,5.5
2022-01,3 ROOM,261A,PUNGGOL WEST,07 TO 09,68,Model A,405888,5.5
2022-01,4 ROOM,260A,PUNGGOL WEST,04 TO 06,93,Model A,545000,5.5
2022-01,3 ROOM,314B,PUNGGOL WEST,13 TO 15,68,Premium Apartment,430000,4.3
2022-01,3 ROOM,316A,PUNGGOL WEST,07 TO 09,68,Premium Apartment,455000,4.3
2022-01,4 ROOM,315A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,588000,4.3
2022-01,4 ROOM,316B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,585000,4.3
2022-01,4 ROOM,314B,PUNGGOL WEST,07 TO 09,93,Premium Apartment,610000,4.3
2022-01,5 ROOM,315A,PUNGGOL WEST,07 TO 09,113,Premium Apartment,710000,4.3
2022-01,5 ROOM,316D,PUNGGOL WEST,10 TO 12,113,Premium Apartment,800000,4.3
2022-01,5 ROOM,315B,PUNGGOL WEST,16 TO 18,113,Premium Apartment,788000,4.3
2022-01,5 ROOM,316D,PUNGGOL WEST,04 TO 06,113,Premium Apartment,828000,4.3
2022-02,3 ROOM,261A,PUNGGOL WEST,07 TO 09,68,Model A,425888,5.6
2022-02,3 ROOM,261A,PUNGGOL WEST,07 TO 09,68,Model A,430000,5.6
2022-02,4 ROOM,260C,PUNGGOL WEST,13 TO 15,93,Model A,530000,5.6
2022-02,3 ROOM,314A,PUNGGOL WEST,04 TO 06,68,Premium Apartment,425888,4.4
2022-02,4 ROOM,316D,PUNGGOL WEST,16 TO 18,93,Premium Apartment,595000,4.4
2022-02,5 ROOM,315A,PUNGGOL WEST,10 TO 12,113,Premium Apartment,805888,4.3
2022-03,4 ROOM,261C,PUNGGOL WEST,13 TO 15,93,Model A,492000,5.8
2022-03,4 ROOM,315B,PUNGGOL WEST,04 TO 06,93,Premium Apartment,575000,4.4
2022-03,4 ROOM,316C,PUNGGOL WEST,07 TO 09,93,Premium Apartment,616000,4.5
2022-03,5 ROOM,316A,PUNGGOL WEST,16 TO 18,113,Premium Apartment,700000,4.4
2022-03,5 ROOM,314A,PUNGGOL WEST,16 TO 18,113,Premium Apartment,778000,4.4
2022-03,5 ROOM,316B,PUNGGOL WEST,04 TO 06,113,Premium Apartment,700000,4.4
2022-04,5 ROOM,265D,PUNGGOL WEST,07 TO 09,111,Improved,730000,6.8
2022-04,5 ROOM,266D,PUNGGOL WEST,10 TO 12,111,Improved,655000,6.8
2022-04,5 ROOM,265C,PUNGGOL WEST,10 TO 12,112,Improved,678000,6.8
2022-04,3 ROOM,261A,PUNGGOL WEST,10 TO 12,68,Model A,440000,5.8
2022-04,4 ROOM,266A,PUNGGOL WEST,13 TO 15,92,Model A,568000,6.8
2022-04,4 ROOM,265D,PUNGGOL WEST,07 TO 09,92,Model A,558888,6.8
2022-04,4 ROOM,260C,PUNGGOL WEST,13 TO 15,93,Model A,490000,5.8
2022-04,4 ROOM,265A,PUNGGOL WEST,13 TO 15,92,Model A,591000,6.8
2022-04,4 ROOM,266D,PUNGGOL WEST,13 TO 15,92,Model A,540000,6.8
2022-04,4 ROOM,261C,PUNGGOL WEST,13 TO 15,93,Model A,460000,5.8
2022-04,4 ROOM,261B,PUNGGOL WEST,01 TO 03,93,Model A,560000,5.8
2022-04,4 ROOM,261B,PUNGGOL WEST,19 TO 21,93,Model A,500000,5.8
2022-04,4 ROOM,260B,PUNGGOL WEST,04 TO 06,93,Model A,525000,5.8
2022-04,3 ROOM,315B,PUNGGOL WEST,04 TO 06,68,Premium Apartment,483000,4.5
2022-04,3 ROOM,316A,PUNGGOL WEST,04 TO 06,68,Premium Apartment,445000,4.6
2022-04,3 ROOM,316B,PUNGGOL WEST,07 TO 09,68,Premium Apartment,445000,4.6
2022-04,4 ROOM,315A,PUNGGOL WEST,13 TO 15,93,Premium Apartment,640000,4.5
2022-04,4 ROOM,315B,PUNGGOL WEST,01 TO 03,93,Premium Apartment,635000,4.5
2022-04,4 ROOM,314A,PUNGGOL WEST,16 TO 18,93,Premium Apartment,620000,4.6
2022-04,4 ROOM,316C,PUNGGOL WEST,04 TO 06,93,Premium Apartment,615000,4.6
2022-04,4 ROOM,314A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,615000,4.6
2022-05,4 ROOM,266C,PUNGGOL WEST,07 TO 09,92,Model A,570000,7
2022-05,4 ROOM,261A,PUNGGOL WEST,07 TO 09,93,Model A,500000,6
2022-05,4 ROOM,266C,PUNGGOL WEST,10 TO 12,92,Model A,550000,6.8
2022-05,3 ROOM,315A,PUNGGOL WEST,13 TO 15,68,Premium Apartment,470000,4.6
2022-05,3 ROOM,315A,PUNGGOL WEST,16 TO 18,68,Premium Apartment,459888,4.6
2022-05,3 ROOM,314A,PUNGGOL WEST,07 TO 09,68,Premium Apartment,468000,4.7
2022-05,3 ROOM,314B,PUNGGOL WEST,10 TO 12,68,Premium Apartment,490000,4.7
2022-05,4 ROOM,316A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,590000,4.6
2022-05,4 ROOM,314A,PUNGGOL WEST,13 TO 15,93,Premium Apartment,600000,4.6
2022-05,4 ROOM,316D,PUNGGOL WEST,07 TO 09,93,Premium Apartment,612000,4.7
2022-05,4 ROOM,315B,PUNGGOL WEST,04 TO 06,93,Premium Apartment,625000,4.7
2022-05,5 ROOM,316C,PUNGGOL WEST,10 TO 12,113,Premium Apartment,730000,4.6
2022-05,5 ROOM,315A,PUNGGOL WEST,04 TO 06,113,Premium Apartment,830000,4.6
2022-05,5 ROOM,316D,PUNGGOL WEST,10 TO 12,113,Premium Apartment,828000,4.7
2022-06,5 ROOM,265D,PUNGGOL WEST,04 TO 06,112,Improved,725000,7
2022-06,5 ROOM,265C,PUNGGOL WEST,10 TO 12,111,Improved,710000,7
2022-06,4 ROOM,266B,PUNGGOL WEST,07 TO 09,92,Model A,525000,7
2022-06,4 ROOM,316D,PUNGGOL WEST,04 TO 06,93,Premium Apartment,565000,4.7
2022-06,4 ROOM,315B,PUNGGOL WEST,01 TO 03,93,Premium Apartment,550000,4.7
2022-06,4 ROOM,315A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,518000,4.8
2022-07,5 ROOM,264A,PUNGGOL WEST,10 TO 12,112,Improved,631500,7
2022-07,3 ROOM,261A,PUNGGOL WEST,04 TO 06,68,Model A,425000,6
2022-07,4 ROOM,266B,PUNGGOL WEST,10 TO 12,92,Model A,610000,7.1
2022-07,4 ROOM,314B,PUNGGOL WEST,13 TO 15,93,Premium Apartment,638000,4.8
2022-07,4 ROOM,316D,PUNGGOL WEST,13 TO 15,93,Premium Apartment,620000,4.8
2022-07,5 ROOM,316A,PUNGGOL WEST,13 TO 15,113,Premium Apartment,800000,4.8
2022-07,5 ROOM,316C,PUNGGOL WEST,19 TO 21,113,Premium Apartment,705000,4.8
2022-08,5 ROOM,265A,PUNGGOL WEST,01 TO 03,112,Improved,752888,7.1
2022-08,4 ROOM,266C,PUNGGOL WEST,07 TO 09,92,Model A,590000,7.1
2022-08,3 ROOM,315A,PUNGGOL WEST,16 TO 18,68,Premium Apartment,468000,4.8
2022-08,3 ROOM,314A,PUNGGOL WEST,07 TO 09,68,Premium Apartment,458000,4.8
2022-08,4 ROOM,315B,PUNGGOL WEST,16 TO 18,93,Premium Apartment,640000,4.8
2022-08,5 ROOM,316D,PUNGGOL WEST,07 TO 09,113,Premium Apartment,890000,4.8
2022-09,5 ROOM,260B,PUNGGOL WEST,13 TO 15,113,Improved,670000,6.2
2022-09,5 ROOM,265B,PUNGGOL WEST,16 TO 18,111,Improved,652000,7.2
2022-09,3 ROOM,261A,PUNGGOL WEST,01 TO 03,68,Model A,415000,6.2
2022-09,4 ROOM,265C,PUNGGOL WEST,13 TO 15,92,Model A,550000,7.2
2022-09,3 ROOM,314A,PUNGGOL WEST,04 TO 06,68,Premium Apartment,460000,4.8
2022-09,4 ROOM,315A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,635050,4.8
2022-09,4 ROOM,315A,PUNGGOL WEST,10 TO 12,93,Premium Apartment,660000,5
2022-09,4 ROOM,315A,PUNGGOL WEST,01 TO 03,93,Premium Apartment,645000,5
2022-09,4 ROOM,314B,PUNGGOL WEST,13 TO 15,93,Premium Apartment,635000,5
2022-09,4 ROOM,316C,PUNGGOL WEST,01 TO 03,93,Premium Apartment,650000,5
2022-09,4 ROOM,316D,PUNGGOL WEST,01 TO 03,93,Premium Apartment,666888,5
2022-09,4 ROOM,314B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,640000,5
2022-09,4 ROOM,314A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,648000,5
2022-09,5 ROOM,315B,PUNGGOL WEST,13 TO 15,113,Premium Apartment,910000,5
2022-09,5 ROOM,314A,PUNGGOL WEST,13 TO 15,113,Premium Apartment,730088,5
2022-10,5 ROOM,265A,PUNGGOL WEST,07 TO 09,112,Improved,752888,7.3
2022-10,5 ROOM,265D,PUNGGOL WEST,10 TO 12,111,Improved,685000,7.3
2022-10,5 ROOM,266D,PUNGGOL WEST,07 TO 09,111,Improved,765000,7.3
2022-10,5 ROOM,264A,PUNGGOL WEST,04 TO 06,112,Improved,728888,7.3
2022-10,4 ROOM,261C,PUNGGOL WEST,10 TO 12,93,Model A,525000,6.3
2022-10,4 ROOM,261C,PUNGGOL WEST,07 TO 09,93,Model A,515000,6.3
2022-10,4 ROOM,265C,PUNGGOL WEST,13 TO 15,92,Model A,628000,7.3
2022-10,4 ROOM,266D,PUNGGOL WEST,10 TO 12,92,Model A,588888,7.3
2022-10,5 ROOM,316A,PUNGGOL WEST,01 TO 03,113,Premium Apartment,826888,5
2022-10,5 ROOM,314B,PUNGGOL WEST,04 TO 06,113,Premium Apartment,810000,5
2022-10,5 ROOM,315A,PUNGGOL WEST,10 TO 12,113,Premium Apartment,750000,5
2022-10,5 ROOM,314A,PUNGGOL WEST,13 TO 15,113,Premium Apartment,825000,5
2022-10,5 ROOM,315A,PUNGGOL WEST,01 TO 03,113,Premium Apartment,840000,5
2022-11,5 ROOM,261B,PUNGGOL WEST,01 TO 03,113,Improved,730000,6.3
2022-11,4 ROOM,266B,PUNGGOL WEST,04 TO 06,92,Model A,540000,7.3
2022-11,3 ROOM,315B,PUNGGOL WEST,04 TO 06,68,Premium Apartment,528000,5.1
2022-11,4 ROOM,315B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,675000,5
2022-11,4 ROOM,315B,PUNGGOL WEST,16 TO 18,93,Premium Apartment,650000,6
2022-11,4 ROOM,316D,PUNGGOL WEST,13 TO 15,93,Premium Apartment,668000,5.1
2022-11,4 ROOM,316C,PUNGGOL WEST,13 TO 15,93,Premium Apartment,680000,5.1
2022-11,4 ROOM,314B,PUNGGOL WEST,13 TO 15,93,Premium Apartment,685000,5.1
2022-11,5 ROOM,316A,PUNGGOL WEST,01 TO 03,113,Premium Apartment,833000,5
2022-12,5 ROOM,266A,PUNGGOL WEST,04 TO 06,112,Improved,738000,7.3
2022-12,5 ROOM,265D,PUNGGOL WEST,07 TO 09,111,Improved,695000,7.4
2022-12,4 ROOM,260C,PUNGGOL WEST,04 TO 06,93,Model A,578000,6.4
2022-12,4 ROOM,261C,PUNGGOL WEST,10 TO 12,93,Model A,590000,6.4
2022-12,4 ROOM,265D,PUNGGOL WEST,16 TO 18,92,Model A,600000,7.4
2022-12,4 ROOM,261C,PUNGGOL WEST,07 TO 09,93,Model A,530000,6.4
2022-12,3 ROOM,316B,PUNGGOL WEST,16 TO 18,68,Premium Apartment,455000,5.2
2022-12,3 ROOM,315B,PUNGGOL WEST,07 TO 09,68,Premium Apartment,485000,5.2
2022-12,4 ROOM,316C,PUNGGOL WEST,13 TO 15,93,Premium Apartment,600000,5.1
2022-12,4 ROOM,316C,PUNGGOL WEST,07 TO 09,93,Premium Apartment,595888,5.1
2022-12,4 ROOM,315A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,630000,5.2
2022-12,4 ROOM,316D,PUNGGOL WEST,07 TO 09,93,Premium Apartment,628888,5.2
2022-12,4 ROOM,315A,PUNGGOL WEST,01 TO 03,93,Premium Apartment,570000,5.2
2022-12,5 ROOM,315B,PUNGGOL WEST,10 TO 12,113,Premium Apartment,888888,5
2022-12,5 ROOM,316B,PUNGGOL WEST,01 TO 03,113,Premium Apartment,838000,5.2
2022-12,5 ROOM,314A,PUNGGOL WEST,16 TO 18,113,Premium Apartment,833000,5.2
2022-01,4 ROOM,226A,PUNGGOL EAST,13 TO 15,92,Premium Apartment,495000,3.8
2022-01,4 ROOM,226A,PUNGGOL EAST,07 TO 09,93,Premium Apartment,526800,3.8
2022-01,5 ROOM,226B,PUNGGOL EAST,16 TO 18,114,Premium Apartment,648000,3.8
2022-02,4 ROOM,227A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,490000,3.8
2022-02,5 ROOM,226A,PUNGGOL EAST,07 TO 09,114,Premium Apartment,688000,3.8
2022-02,5 ROOM,226B,PUNGGOL EAST,13 TO 15,114,Premium Apartment,682588,3.8
2022-02,5 ROOM,226A,PUNGGOL EAST,10 TO 12,114,Premium Apartment,660000,4
2022-03,4 ROOM,226A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,570000,4
2022-03,4 ROOM,227A,PUNGGOL EAST,01 TO 03,92,Premium Apartment,560000,4
2022-03,4 ROOM,227A,PUNGGOL EAST,01 TO 03,93,Premium Apartment,545000,4
2022-03,5 ROOM,226A,PUNGGOL EAST,04 TO 06,114,Premium Apartment,680000,4
2022-03,5 ROOM,227A,PUNGGOL EAST,04 TO 06,114,Premium Apartment,655000,4
2022-03,5 ROOM,226B,PUNGGOL EAST,04 TO 06,114,Premium Apartment,666000,4
2022-04,4 ROOM,222A,PUNGGOL EAST,04 TO 06,93,Model A,472500,3.3
2022-04,4 ROOM,227A,PUNGGOL EAST,10 TO 12,92,Premium Apartment,585000,4
2022-04,4 ROOM,226B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,565000,4
2022-04,4 ROOM,227B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,550000,4.1
2022-04,4 ROOM,226C,PUNGGOL EAST,10 TO 12,93,Premium Apartment,560000,4.1
2022-04,4 ROOM,226B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,530000,4.1
2022-04,4 ROOM,226B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,535000,4.1
2022-04,5 ROOM,226A,PUNGGOL EAST,01 TO 03,114,Premium Apartment,688000,4
2022-04,5 ROOM,227B,PUNGGOL EAST,16 TO 18,114,Premium Apartment,683388,4
2022-04,5 ROOM,226C,PUNGGOL EAST,10 TO 12,114,Premium Apartment,678000,4
2022-04,5 ROOM,227A,PUNGGOL EAST,16 TO 18,114,Premium Apartment,645000,4.1
2022-05,4 ROOM,227B,PUNGGOL EAST,07 TO 09,92,Premium Apartment,575000,4.1
2022-05,4 ROOM,227B,PUNGGOL EAST,07 TO 09,93,Premium Apartment,570000,4.1
2022-05,4 ROOM,227B,PUNGGOL EAST,04 TO 06,92,Premium Apartment,568888,4.1
2022-05,4 ROOM,227B,PUNGGOL EAST,07 TO 09,92,Premium Apartment,560000,4.1
2022-05,4 ROOM,227B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,540000,4.1
2022-05,4 ROOM,226B,PUNGGOL EAST,07 TO 09,92,Premium Apartment,548000,4.1
2022-05,4 ROOM,226B,PUNGGOL EAST,13 TO 15,92,Premium Apartment,530000,4.2
2022-05,4 ROOM,226A,PUNGGOL EAST,16 TO 18,92,Premium Apartment,550000,4.2
2022-05,4 ROOM,227A,PUNGGOL EAST,13 TO 15,92,Premium Apartment,518000,4.2
2022-05,4 ROOM,227A,PUNGGOL EAST,01 TO 03,92,Premium Apartment,570000,4.2
2022-05,5 ROOM,226B,PUNGGOL EAST,10 TO 12,114,Premium Apartment,670000,4.1
2022-05,5 ROOM,226C,PUNGGOL EAST,10 TO 12,114,Premium Apartment,650000,4.1
2022-05,5 ROOM,226B,PUNGGOL EAST,04 TO 06,114,Premium Apartment,696888,4.2
2022-06,3 ROOM,224B,PUNGGOL EAST,10 TO 12,68,Model A,390000,3.4
2022-06,4 ROOM,227A,PUNGGOL EAST,04 TO 06,93,Premium Apartment,530888,4.2
2022-06,4 ROOM,227A,PUNGGOL EAST,10 TO 12,93,Premium Apartment,538000,4.1
2022-06,4 ROOM,227B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,568888,4.2
2022-06,4 ROOM,227B,PUNGGOL EAST,16 TO 18,92,Premium Apartment,535000,4.2
2022-06,4 ROOM,226C,PUNGGOL EAST,04 TO 06,92,Premium Apartment,575000,4.2
2022-06,4 ROOM,226A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,568000,4.2
2022-06,4 ROOM,227A,PUNGGOL EAST,07 TO 09,92,Premium Apartment,550000,4.2
2022-06,4 ROOM,226C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,572000,4.3
2022-06,5 ROOM,227B,PUNGGOL EAST,10 TO 12,114,Premium Apartment,680000,4.2
2022-06,5 ROOM,226C,PUNGGOL EAST,13 TO 15,114,Premium Apartment,705000,4.2
2022-06,5 ROOM,226A,PUNGGOL EAST,10 TO 12,114,Premium Apartment,700000,4.2
2022-06,5 ROOM,227A,PUNGGOL EAST,10 TO 12,114,Premium Apartment,710000,4.2
2022-07,3 ROOM,222A,PUNGGOL EAST,16 TO 18,68,Model A,420000,3.5
2022-07,4 ROOM,224B,PUNGGOL EAST,13 TO 15,93,Model A,523000,3.5
2022-07,4 ROOM,226A,PUNGGOL EAST,16 TO 18,93,Premium Apartment,560000,4.3
2022-07,4 ROOM,226B,PUNGGOL EAST,01 TO 03,93,Premium Apartment,562000,4.2
2022-07,4 ROOM,227B,PUNGGOL EAST,10 TO 12,92,Premium Apartment,540888,4.3
2022-07,4 ROOM,227A,PUNGGOL EAST,01 TO 03,92,Premium Apartment,558000,4.3
2022-07,4 ROOM,226C,PUNGGOL EAST,04 TO 06,93,Premium Apartment,515000,4.3
2022-07,5 ROOM,226A,PUNGGOL EAST,16 TO 18,114,Premium Apartment,690000,4.3
2022-07,5 ROOM,227B,PUNGGOL EAST,19 TO 21,114,Premium Apartment,680000,4.3
2022-07,5 ROOM,226C,PUNGGOL EAST,10 TO 12,114,Premium Apartment,715000,4.3
2022-07,5 ROOM,227A,PUNGGOL EAST,04 TO 06,114,Premium Apartment,710000,4.3
2022-07,5 ROOM,226C,PUNGGOL EAST,01 TO 03,114,Premium Apartment,688000,4.3
2022-08,3 ROOM,224C,PUNGGOL EAST,10 TO 12,68,Model A,403888,3.6
2022-08,3 ROOM,224A,PUNGGOL EAST,01 TO 03,68,Model A,435000,3.6
2022-08,4 ROOM,227B,PUNGGOL EAST,04 TO 06,93,Premium Apartment,575000,4.3
2022-08,4 ROOM,226A,PUNGGOL EAST,10 TO 12,92,Premium Apartment,600088,4.3
2022-08,4 ROOM,226A,PUNGGOL EAST,01 TO 03,92,Premium Apartment,578000,4.4
2022-08,5 ROOM,227A,PUNGGOL EAST,10 TO 12,114,Premium Apartment,658000,4.3
2022-08,5 ROOM,227B,PUNGGOL EAST,01 TO 03,114,Premium Apartment,699000,4.3
2022-08,5 ROOM,226C,PUNGGOL EAST,04 TO 06,114,Premium Apartment,630000,4.3
2022-08,5 ROOM,226B,PUNGGOL EAST,01 TO 03,114,Premium Apartment,720000,4.4
2022-09,5 ROOM,231B,PUNGGOL EAST,01 TO 03,113,Improved,642000,3.8
2022-09,3 ROOM,224B,PUNGGOL EAST,01 TO 03,68,Model A,425000,3.7
2022-09,4 ROOM,222A,PUNGGOL EAST,13 TO 15,93,Model A,540000,3.7
2022-09,4 ROOM,226A,PUNGGOL EAST,10 TO 12,92,Premium Apartment,580000,4.4
2022-09,4 ROOM,227B,PUNGGOL EAST,10 TO 12,93,Premium Apartment,580000,4.4
2022-09,4 ROOM,226C,PUNGGOL EAST,13 TO 15,93,Premium Apartment,600000,4.4
2022-09,5 ROOM,226C,PUNGGOL EAST,01 TO 03,114,Premium Apartment,723000,4.4
2022-09,5 ROOM,226C,PUNGGOL EAST,16 TO 18,114,Premium Apartment,718000,4.4
2022-09,5 ROOM,226C,PUNGGOL EAST,01 TO 03,114,Premium Apartment,685000,4.4
2022-09,5 ROOM,226C,PUNGGOL EAST,13 TO 15,114,Premium Apartment,730888,4.5
2022-10,3 ROOM,234A,PUNGGOL EAST,16 TO 18,68,Model A,460000,3.8
2022-10,3 ROOM,224A,PUNGGOL EAST,07 TO 09,68,Model A,450000,3.8
2022-10,4 ROOM,224B,PUNGGOL EAST,07 TO 09,93,Model A,555888,3.8
2022-10,4 ROOM,224B,PUNGGOL EAST,07 TO 09,93,Model A,620000,3.8
2022-10,4 ROOM,231A,PUNGGOL EAST,13 TO 15,93,Model A,575000,3.8
2022-10,4 ROOM,221A,PUNGGOL EAST,07 TO 09,93,Model A,530000,3.8
2022-10,4 ROOM,226A,PUNGGOL EAST,01 TO 03,93,Premium Apartment,575000,4.5
2022-10,4 ROOM,227A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,575888,4.5
2022-10,5 ROOM,226C,PUNGGOL EAST,13 TO 15,114,Premium Apartment,720000,4.5
2022-10,5 ROOM,226C,PUNGGOL EAST,13 TO 15,114,Premium Apartment,685000,4.5
2022-10,5 ROOM,227B,PUNGGOL EAST,04 TO 06,114,Premium Apartment,688888,4.5
2022-11,3 ROOM,224B,PUNGGOL EAST,16 TO 18,68,Model A,465888,3.8
2022-11,3 ROOM,224B,PUNGGOL EAST,16 TO 18,68,Model A,448000,3.8
2022-11,4 ROOM,224B,PUNGGOL EAST,13 TO 15,93,Model A,580000,3.8
2022-11,4 ROOM,231A,PUNGGOL EAST,04 TO 06,93,Model A,540000,4
2022-11,4 ROOM,231A,PUNGGOL EAST,07 TO 09,93,Model A,558000,4
2022-11,4 ROOM,226A,PUNGGOL EAST,13 TO 15,93,Premium Apartment,580000,4.6
2022-11,5 ROOM,226C,PUNGGOL EAST,13 TO 15,114,Premium Apartment,750000,4.6
2022-11,5 ROOM,226A,PUNGGOL EAST,16 TO 18,114,Premium Apartment,735000,4.6
2022-12,5 ROOM,232A,PUNGGOL EAST,01 TO 03,113,Improved,708000,4
2022-12,5 ROOM,231B,PUNGGOL EAST,04 TO 06,113,Improved,718000,4
2022-12,3 ROOM,220B,PUNGGOL EAST,10 TO 12,68,Model A,460000,4
2022-12,3 ROOM,224B,PUNGGOL EAST,10 TO 12,68,Model A,410000,4
2022-12,3 ROOM,224C,PUNGGOL EAST,04 TO 06,68,Model A,450000,4
2022-12,3 ROOM,220B,PUNGGOL EAST,04 TO 06,68,Model A,405000,4
2022-12,4 ROOM,224B,PUNGGOL EAST,13 TO 15,93,Model A,540000,3.8
2022-12,4 ROOM,220A,PUNGGOL EAST,10 TO 12,93,Model A,580000,4
2022-12,4 ROOM,222A,PUNGGOL EAST,04 TO 06,93,Model A,543000,3.8
2022-12,4 ROOM,231A,PUNGGOL EAST,04 TO 06,93,Model A,530000,4
2022-12,4 ROOM,231A,PUNGGOL EAST,13 TO 15,93,Model A,556000,4
2022-12,4 ROOM,221A,PUNGGOL EAST,13 TO 15,93,Model A,600000,4
2022-12,4 ROOM,220A,PUNGGOL EAST,07 TO 09,93,Model A,565000,4
2022-12,4 ROOM,234A,PUNGGOL EAST,07 TO 09,93,Model A,550000,4
2022-12,4 ROOM,233B,PUNGGOL EAST,13 TO 15,93,Model A,538000,4
2022-12,4 ROOM,234B,PUNGGOL EAST,04 TO 06,93,Model A,578000,4
2022-12,5 ROOM,227B,PUNGGOL EAST,07 TO 09,114,Premium Apartment,745000,4.6
2022-01,5 ROOM,312B,PUNGGOL EAST,04 TO 06,112,Improved,718000,6.5
2022-01,3 ROOM,312A,PUNGGOL EAST,10 TO 12,68,Model A,410000,6.5
2022-01,4 ROOM,312C,PUNGGOL EAST,13 TO 15,92,Model A,560000,6.5
2022-01,4 ROOM,312B,PUNGGOL EAST,10 TO 12,92,Model A,490888,6.5
2022-01,4 ROOM,313A,PUNGGOL EAST,07 TO 09,92,Model A,545000,6.6
2022-01,4 ROOM,312C,PUNGGOL EAST,10 TO 12,92,Model A,500000,6.6
2022-02,5 ROOM,313B,PUNGGOL EAST,16 TO 18,112,Improved,628000,6.6
2022-02,3 ROOM,313A,PUNGGOL EAST,04 TO 06,68,Model A,390000,6.6
2022-02,4 ROOM,312C,PUNGGOL EAST,10 TO 12,92,Model A,555000,6.7
2022-02,4 ROOM,312C,PUNGGOL EAST,04 TO 06,92,Model A,560000,6.7
2022-03,3 ROOM,313A,PUNGGOL EAST,16 TO 18,68,Model A,390000,6.7
2022-03,3 ROOM,312A,PUNGGOL EAST,01 TO 03,68,Model A,397000,6.8
2022-03,4 ROOM,312B,PUNGGOL EAST,10 TO 12,92,Model A,510000,6.7
2022-04,4 ROOM,312C,PUNGGOL EAST,07 TO 09,92,Model A,598000,6.8
2022-05,5 ROOM,313C,PUNGGOL EAST,16 TO 18,112,Improved,685000,6.8
2022-05,4 ROOM,313A,PUNGGOL EAST,07 TO 09,92,Model A,580000,7
2022-06,5 ROOM,313C,PUNGGOL EAST,10 TO 12,112,Improved,650000,7
2022-07,3 ROOM,312A,PUNGGOL EAST,16 TO 18,68,Model A,413000,7
2022-07,4 ROOM,312B,PUNGGOL EAST,13 TO 15,92,Model A,550000,7
2022-08,5 ROOM,313B,PUNGGOL EAST,13 TO 15,112,Improved,733000,7.1
2022-08,3 ROOM,312A,PUNGGOL EAST,16 TO 18,68,Model A,410000,7.1
2022-08,4 ROOM,313A,PUNGGOL EAST,10 TO 12,92,Model A,600000,7.1
2022-08,4 ROOM,313B,PUNGGOL EAST,16 TO 18,92,Model A,528000,7.1
2022-08,4 ROOM,313A,PUNGGOL EAST,04 TO 06,92,Model A,575000,7.2
2022-09,5 ROOM,313B,PUNGGOL EAST,10 TO 12,112,Improved,758000,7.2
2022-11,5 ROOM,312B,PUNGGOL EAST,04 TO 06,112,Improved,740000,7.3
2022-11,3 ROOM,312A,PUNGGOL EAST,07 TO 09,68,Model A,420000,7.3
2022-11,4 ROOM,312A,PUNGGOL EAST,13 TO 15,92,Model A,545000,7.3
2022-12,3 ROOM,312A,PUNGGOL EAST,07 TO 09,68,Model A,430000,7.3
2022-12,4 ROOM,313C,PUNGGOL EAST,07 TO 09,92,Model A,585000,7.3
2022-12,4 ROOM,312C,PUNGGOL EAST,10 TO 12,92,Model A,571000,7.4
2022-12,4 ROOM,312C,PUNGGOL EAST,13 TO 15,92,Model A,655000,7.4
2022-12,4 ROOM,312C,PUNGGOL EAST,04 TO 06,92,Model A,590000,7.4
2022-01,3 ROOM,256D,PUNGGOL EAST,13 TO 15,68,Model A,380000,5
